__id,age,country,signup,__time,ltv,churn
0,24.937305,1,303.9493135502454,303.9493135502454,0,1
1,39.106888,0,145.23489616487603,145.23489616487603,555.2833,0
2,27.66011,3,303.2750971794949,303.2750971794949,767.70593,0
3,25.32576,3,76.54695644425844,76.54695644425844,0,1
4,26.339884,1,162.26623472665122,162.26623472665122,325.84048,0
5,44.310837,0,122.85378786794597,122.85378786794597,330.43213,0
6,25.274067,3,181.71952850446965,181.71952850446965,244.34898,0
7,52.039227,2,310.96967162295374,310.96967162295374,332.52313,0
8,39.95024,2,131.89366065244226,131.89366065244226,141.23262,0
9,21.470097,2,345.32905618252045,345.32905618252045,0,1
10,64.034966,1,306.54978588220695,306.54978588220695,0,1
11,37.997673,5,191.02446333986765,191.02446333986765,343.1524,0
12,58.88829,5,345.0098763411408,345.0098763411408,1048.5363,0
13,38.475914,1,86.00254085236222,86.00254085236222,704.34875,0
14,33.634464,5,333.2214589669504,333.2214589669504,429.19778,0
15,42.18971,3,38.794179404977804,38.794179404977804,233.6609,0
16,57.616028,5,98.45543600134141,98.45543600134141,173.39124,0
17,42.85552,3,304.5495058814215,304.5495058814215,184.36394,0
18,28.632652,4,39.42051286730949,39.42051286730949,173.70636,0
19,20.115139,4,112.06529866787989,112.06529866787989,0,1
20,32.867638,3,310.04147608832255,310.04147608832255,291.06815,0
21,47.96315,0,137.13493977317333,137.13493977317333,454.58575,0
22,67.99817,1,51.71363476680902,51.71363476680902,420.48865,0
23,47.78869,4,267.36020625937056,267.36020625937056,277.83685,0
24,43.3629,1,312.99030013088304,312.99030013088304,202.07367,0
25,34.511036,1,323.4735508711646,323.4735508711646,0,1
26,51.685455,3,238.9787748794087,238.9787748794087,0,1
27,39.25264,2,206.08065955132062,206.08065955132062,782.43085,0
28,28.568172,3,113.44952604129091,113.44952604129091,375.00317,0
29,58.29165,3,312.49492953498134,312.49492953498134,0,1
30,57.598793,0,181.00848712737076,181.00848712737076,1072.1873,0
31,69.43895,5,70.44033930180352,70.44033930180352,0,1
32,42.557556,1,95.68762462180513,95.68762462180513,649.58057,0
33,24.682936,2,165.1514681480709,165.1514681480709,137.89659,0
34,37.96163,3,71.23229385368603,71.23229385368603,1675.9692,0
35,44.44413,1,241.26086886505777,241.26086886505777,0,1
36,26.04739,0,243.70257496026295,243.70257496026295,0,1
37,31.514706,3,203.68769176682252,203.68769176682252,304.66425,0
38,31.16753,0,35.849180124221725,35.849180124221725,519.2861,0
39,50.039436,0,232.69380723248315,232.69380723248315,0,1
40,44.801373,4,233.13869023773367,233.13869023773367,0,1
41,53.60682,5,157.92476022326474,157.92476022326474,258.053,0
42,18.629087,3,83.93033862309694,83.93033862309694,531.71594,0
43,27.961891,0,174.96402060444092,174.96402060444092,0,1
44,35.569103,2,112.63477250448017,112.63477250448017,263.36237,0
45,38.368217,3,26.689829786889486,26.689829786889486,0,1
46,47.28412,0,39.424517527690426,39.424517527690426,0,1
47,55.76641,1,32.51441760987609,32.51441760987609,0,1
48,63.71251,4,239.4287430127524,239.4287430127524,0,1
49,56.30244,1,253.4369417627849,253.4369417627849,684.31854,0
50,35.470585,0,226.8751338087137,226.8751338087137,452.32355,0
51,55.517822,0,43.85114428083865,43.85114428083865,693.0956,0
52,32.843323,1,8.920305821414043,8.920305821414043,47.694954,0
53,42.855804,4,92.98128633641208,92.98128633641208,45.28614,0
54,60.15326,1,267.6083221258645,267.6083221258645,340.88058,0
55,32.261078,5,309.84196932697074,309.84196932697074,1004.48486,0
56,59.044888,2,267.7856893275565,267.7856893275565,0,1
57,54.355614,4,290.4636172840603,290.4636172840603,905.2428,0
58,40.79669,3,67.59485082112073,67.59485082112073,0,1
59,32.19568,2,106.72526766346965,106.72526766346965,0,1
60,30.188969,0,154.30584787557063,154.30584787557063,145.53137,0
61,19.644154,3,195.77654782247185,195.77654782247185,0,1
62,27.487228,4,27.996269269368145,27.996269269368145,0,1
63,42.631893,5,138.50690096706379,138.50690096706379,0,1
64,42.91371,5,183.94323778096577,183.94323778096577,0,1
65,29.954943,0,83.49664288068116,83.49664288068116,188.62553,0
66,54.568245,5,133.7712501708553,133.7712501708553,0,1
67,24.859629,4,113.1702307001734,113.1702307001734,552.33105,0
68,25.933851,5,214.0790307305669,214.0790307305669,1197.4971,0
69,37.578472,5,330.040826273148,330.040826273148,0,1
70,44.03542,2,251.96291022438876,251.96291022438876,956.93164,0
71,63.447514,0,44.61730703321094,44.61730703321094,0,1
72,44.99408,0,322.8894723862704,322.8894723862704,505.0871,0
73,57.470726,4,244.0770533850174,244.0770533850174,280.35925,0
74,19.52555,5,339.43077400304645,339.43077400304645,379.30722,0
75,30.042713,2,34.50046512271996,34.50046512271996,960.194,0
76,38.246357,1,40.360277894849695,40.360277894849695,1657.3508,0
77,60.060215,2,282.94714106854263,282.94714106854263,0,1
78,61.525772,5,89.284139509421,89.284139509421,0,1
79,51.20495,4,257.71427875246144,257.71427875246144,212.71382,0
80,53.710735,5,339.55569126249793,339.55569126249793,450.03705,0
81,45.685966,2,28.544320706025562,28.544320706025562,2365.7786,0
82,64.02279,4,111.42086931928971,111.42086931928971,0,1
83,28.190275,2,85.50588503018298,85.50588503018298,0,1
84,43.456917,0,214.5714371956528,214.5714371956528,557.21063,0
85,57.19271,3,177.07034326857826,177.07034326857826,0,1
86,41.626717,1,304.29092977344595,304.29092977344595,0,1
87,58.26243,5,280.62829354533505,280.62829354533505,0,1
88,41.84543,5,40.07399330960101,40.07399330960101,0,1
89,21.74379,2,235.1739229899312,235.1739229899312,0,1
90,33.713337,4,9.769380513309866,9.769380513309866,85.59742,0
91,31.734587,2,85.67091873990944,85.67091873990944,374.95078,0
92,22.244411,5,242.06916185990548,242.06916185990548,235.76318,0
93,26.551273,5,136.01221534178492,136.01221534178492,1509.585,0
94,34.747635,1,114.72218452159674,114.72218452159674,0,1
95,22.31899,1,174.40385974841323,174.40385974841323,0,1
96,36.88434,3,341.3986687808893,341.3986687808893,105.15354,0
97,31.47362,4,74.94580696644054,74.94580696644054,161.82704,0
98,19.366686,5,227.2395478452643,227.2395478452643,816.8028,0
99,44.572777,2,48.596948637699754,48.596948637699754,0,1
100,53.532684,2,234.19520802437077,234.19520802437077,245.80847,0
101,46.22775,5,140.84425406588113,140.84425406588113,0,1
102,64.93112,5,130.96193698686275,130.96193698686275,550.0049,0
103,42.53269,5,87.0580169285869,87.0580169285869,0,1
104,55.929943,1,41.4609814695476,41.4609814695476,0,1
105,55.337868,3,344.84893350430167,344.84893350430167,0,1
106,52.088272,4,195.67609366620283,195.67609366620283,0,1
107,68.86273,2,210.79424296337407,210.79424296337407,193.68277,0
108,45.265617,4,256.24221312930484,256.24221312930484,204.0873,0
109,63.93699,4,235.0357450924019,235.0357450924019,167.57126,0
110,56.496445,2,229.4387633619527,229.4387633619527,0,1
111,69.50548,3,137.98265738769524,137.98265738769524,0,1
112,59.128723,5,43.72118378173455,43.72118378173455,0,1
113,45.870224,1,211.57190795038233,211.57190795038233,849.4969,0
114,64.35928,0,24.1252834781703,24.1252834781703,0,1
115,46.55032,2,102.45704919751856,102.45704919751856,368.50912,0
116,67.300415,1,117.3220967231763,117.3220967231763,358.9433,0
117,24.700224,0,98.1923227999503,98.1923227999503,1000.3761,0
118,41.341995,1,144.00088817237028,144.00088817237028,108.55804,0
119,22.963123,1,193.6338805676473,193.6338805676473,0,1
120,53.045906,2,104.9560063584123,104.9560063584123,592.96405,0
121,46.584724,0,58.459782128648705,58.459782128648705,0,1
122,27.946802,4,26.627785764958467,26.627785764958467,0,1
123,34.4103,2,333.1946312862584,333.1946312862584,20.067944,0
124,64.98433,4,22.75416331635376,22.75416331635376,0,1
125,62.879807,2,319.190897348259,319.190897348259,398.43173,0
126,53.81937,2,303.2489194694282,303.2489194694282,672.9888,0
127,58.970562,2,182.78899971148422,182.78899971148422,209.10147,0
128,20.02701,5,48.80062894336066,48.80062894336066,17.502062,0
129,27.58656,2,297.50435617766027,297.50435617766027,0,1
130,30.909267,1,120.21312927336145,120.21312927336145,0,1
131,65.2148,0,243.1804209051893,243.1804209051893,877.47034,0
132,27.765553,1,311.5935781113629,311.5935781113629,455.92407,0
133,22.233831,4,294.0569715252178,294.0569715252178,0,1
134,23.58613,4,262.75989794306855,262.75989794306855,621.0622,0
135,57.510956,0,275.43900848422595,275.43900848422595,0,1
136,49.558117,4,327.2710095950805,327.2710095950805,0,1
137,66.815,2,345.9420833326735,345.9420833326735,0,1
138,34.04724,1,13.081648240310507,13.081648240310507,387.627,0
139,54.02634,3,23.447925019802895,23.447925019802895,0,1
140,60.869614,4,121.75240000493562,121.75240000493562,783.19714,0
141,33.686897,3,7.075608368442953,7.075608368442953,0,1
142,25.001465,5,62.122561816539125,62.122561816539125,337.2195,0
143,49.04219,3,62.349816039098286,62.349816039098286,0,1
144,35.832047,4,32.066351479274125,32.066351479274125,205.34595,0
145,45.60917,3,276.6421988361881,276.6421988361881,1209.7404,0
146,44.557095,1,292.6318385341856,292.6318385341856,527.246,0
147,31.258543,4,340.6552657843922,340.6552657843922,612.11554,0
148,59.006573,2,321.9018580780862,321.9018580780862,0,1
149,45.998917,5,45.218783942890695,45.218783942890695,0,1
150,38.438423,5,44.23694158838626,44.23694158838626,0,1
151,32.167225,0,296.76521008063133,296.76521008063133,0,1
152,44.497913,1,279.4428360987873,279.4428360987873,0,1
153,19.791533,0,339.0709813545488,339.0709813545488,540.4474,0
154,64.11158,5,81.88134540166146,81.88134540166146,0,1
155,49.87824,4,233.8738540352785,233.8738540352785,820.9386,0
156,43.002575,1,330.4388221340783,330.4388221340783,398.5333,0
157,30.46389,4,43.456448100151576,43.456448100151576,0,1
158,18.28094,1,161.82264860646484,161.82264860646484,0,1
159,59.550262,4,347.4799043417458,347.4799043417458,778.8192,0
