__id,price,category,__time
0,133.41545,0,93.97071489577057
1,339.3078,3,181.33399615403917
2,314.0484,6,140.98673821580502
3,417.3819,2,308.06723536916707
4,354.76993,0,189.6800444778902
5,93.51703,1,8.626390907206027
6,240.19044,2,306.661303993851
7,246.96487,3,205.29705221169715
8,200.37062,2,239.08352060933393
9,61.571663,1,108.20346608657462
10,343.60703,0,15.992527714670713
11,227.07721,0,61.842450137492335
12,376.36795,2,60.74162474498126
13,392.7383,6,51.6644756513214
14,285.44592,5,244.1729611025009
15,31.999384,3,179.10296019372873
16,452.0882,1,204.87099079236066
17,158.79936,1,88.015794592214
18,391.80685,0,76.48957693436127
19,328.0207,7,160.4227261629835
20,98.68571,5,79.93046491170828
21,404.59265,5,38.59344201507711
22,141.42818,7,198.16997751879327
23,20.951204,1,89.94961289738373
24,91.429596,6,55.17633526149156
25,374.14014,5,121.36251286704093
26,75.75473,1,281.6798981450208
27,437.33398,5,244.94603413158507
28,344.12354,5,40.86100544682593
29,400.53976,7,264.34361550942026
30,350.5096,7,222.66197048678438
31,58.241394,1,281.07950274061716
32,170.99426,3,219.58720558688756
33,18.125046,6,56.38178335349128
34,235.41861,5,48.57003926154996
35,147.24011,5,182.5818525519531
36,208.23358,6,292.4463010567538
37,51.376686,6,155.99230546175133
38,375.31265,1,62.610617630249244
39,20.656633,5,323.3072934264671
40,386.4825,1,201.47467375860506
41,413.9224,5,195.31014843729088
42,470.7829,1,129.11580315677983
43,206.78409,2,312.7219313940943
44,200.29108,2,258.89092154827097
45,167.1394,7,74.02719065432397
46,286.54837,6,178.9846086024721
47,232.57268,7,247.16501974587953
48,7.0008044,6,51.430512731264436
49,318.9994,6,318.0514509724182
50,91.964455,1,288.2913072111812
51,164.42383,7,321.52078773340247
52,417.69565,6,329.4439207362765
53,304.09274,1,9.650058708666176
54,319.88895,5,321.55907528078467
55,428.64774,7,155.93358149461787
56,339.95758,4,183.3607719520901
57,276.25516,2,267.7832185579369
58,265.41687,6,114.15917627831053
59,247.52321,7,48.33463486238053
60,20.892372,5,339.10068073594084
61,152.15506,5,204.1200888374434
62,187.51065,7,340.8773644564371
63,415.82635,4,306.3262396892707
64,192.72906,5,123.75602556763755
65,166.52713,4,229.61363250040262
66,322.40265,6,42.06981021298435
67,139.69868,1,348.1303954143046
68,262.69882,0,346.4084951127469
69,226.81993,6,38.49820287531192
70,52.183926,1,255.65020539522556
71,7.0081215,4,268.2282784175523
72,302.0053,6,137.43134577999788
73,73.53807,5,320.8869740797576
74,47.046696,0,74.98815539456226
75,30.347557,7,294.0676504883987
76,331.51846,5,158.09149316755642
77,111.01119,6,47.500203480542744
78,317.75665,2,154.95506164531724
79,189.24573,0,156.08573726676008
80,189.52727,4,349.4436779402282
81,368.89536,5,40.801137563156445
82,437.7804,3,321.2641949386456
83,427.946,6,84.1872533934297
84,70.10542,1,15.445742563867594
85,21.625082,4,271.04443726551557
86,277.94452,2,242.88977628277223
87,79.36588,1,248.94197798087143
88,317.34644,5,266.0239602421188
89,113.050766,3,216.55096358914335
90,147.11961,2,196.41789726100737
91,18.089287,2,58.06764372958191
92,341.49664,6,344.3949814377183
93,197.14668,3,70.16612260750462
94,102.147865,0,317.98826588490044
95,206.60619,4,61.77025499402274
96,404.39487,2,248.4248067117561
97,347.8884,5,194.8397707142437
98,461.40955,4,127.57885496876762
99,67.35309,0,65.0999667485124
100,170.16365,7,159.6457350803172
101,180.23393,1,286.11975484995094
102,249.60356,2,254.32311244576033
103,74.39795,7,217.74694901416436
104,137.63634,1,19.316917905729134
105,280.19434,4,216.4325875917067
106,33.560455,5,333.39140265333987
107,370.74118,3,212.5398472926352
108,140.63156,5,88.22577074187754
109,145.87453,2,276.90320784724724
110,102.58748,7,115.6611911861756
111,499.31534,3,170.059948786045
112,252.42381,3,186.88394944966333
113,49.020355,6,323.7876217146719
114,80.19407,0,81.3647368881833
115,114.05244,3,227.9016981118441
116,195.80968,3,81.56971718301735
117,251.76009,6,6.135901077525984
118,358.00336,6,235.10541779675862
119,90.96089,6,216.75012199158968
